id,name,location,type,rating,year,img,link,lat,lng
104,Oteque,Rio de Janeiro,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4852aacf422246888ea3a7b7470e13d1"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,-22.95747,-43.194424
105,Huto,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a41ad4a944da4ae79137c4ff31126479"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/huto,-23.60942,-46.659085
106,Lasai,Rio de Janeiro,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/58fbcc4878174e39a8ced66cbff8de0a"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,-22.95324,-43.196409
107,Kazuo,São Paulo,Asian Influences,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0e0fd99d0ac64d9fb01f4140361fc933"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/kazuo,-23.576865,-46.686363
108,San Omakase Room,Rio de Janeiro,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9ff661eb19a4406faf04dab8261feeb9"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/san-omakase-room,-22.98085,-43.22252
109,Taquería El Califa de León,Cuauhtémoc,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/adee9aabc6984e0c8e3b6ff2d88d2d0d"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/taqueria-el-califa-de-leon,19.441143,-99.159241
110,Pujol,Miguel Hidalgo,Mexican,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b21b25b58ecc49c98030a52d835d2731"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/miguel-hidalgo_1999281/restaurant/pujol,19.432423,-99.194784
111,Em,Cuauhtémoc,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/90e29a8917df494cbb00b95c1fc2bc17"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/em,19.415294,-99.161981
112,Sud 777,Álvaro Obregón,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/165b702f77444b54957d0ce98ad7c01a"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/alvaro-obregon_2003790/restaurant/sud-777,19.309135,-99.209359
113,Levadura de Olla Restaurante,Oaxaca,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4d781860142649be8a3311c1b2def740"" width=""362"" height=""203",https://guide.michelin.com//en/oaxaca/oaxaca-de-juarez_2056768/restaurant/levadura-de-olla-restaurante,17.064329,-96.724954
114,Esquina Común,Cuauhtémoc,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/daaa7e8a3cf5411b9c79a3debba2178e"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/esquina-comun,19.413896,-99.176779
115,Rosetta,Cuauhtémoc,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/659f7b26fadc4e84932720ca25b62412"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/rosetta,19.419843,-99.159789
116,Quintonil,Miguel Hidalgo,Contemporary,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/13050dadc3f241579ff479c59555606c"" width=""362"" height=""203",https://guide.michelin.com//en/ciudad-de-mexico/miguel-hidalgo_1999281/restaurant/quintonil,19.431017,-99.191697
117,Animalón,Valle de Guadalupe,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a3a23521e5694808bf80f906b112bcaf"" width=""362"" height=""203",https://guide.michelin.com//en/baja-california/valle-de-guadalupe_7770290/restaurant/animalon,32.067448,-116.600286
118,HA',Playa del Carmen,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a19c4d5135da489f986eaa5842841f9a"" width=""362"" height=""203",https://guide.michelin.com//en/quintana-roo/playa-del-carmen_2068368/restaurant/ha-1208266,20.589388,-87.111443
119,Damiana,Valle de Guadalupe,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ed929adee41244d692e07763957f2d93"" width=""362"" height=""203",https://guide.michelin.com//en/baja-california/valle-de-guadalupe_7770290/restaurant/damiana,32.138407,-116.528873
120,Cocina de Autor Riviera Maya,Playa del Carmen,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/60ad69a8463c4130b0bd78b2a58a6333"" width=""362"" height=""203",https://guide.michelin.com//en/quintana-roo/playa-del-carmen_2068368/restaurant/cocina-de-autor-riviera-maya,20.674292,-87.023315
121,Conchas de Piedra,Valle de Guadalupe,Seafood,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/19dedc6c277744e887d0b3decbef0531"" width=""362"" height=""203",https://guide.michelin.com//en/baja-california/valle-de-guadalupe_7770290/restaurant/conchas-de-piedra,31.980259,-116.653079
122,Los Danzantes Oaxaca,Oaxaca,Mexican,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e99cb1a4c3b649fcb96c026085f639ad"" width=""362"" height=""203",https://guide.michelin.com//en/oaxaca/oaxaca-de-juarez_2056768/restaurant/los-danzantes-oaxaca,17.06513,-96.723934
123,Pangea,San Pedro Garza García,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ad6d43aed4b34ae38d7df67b8943075f"" width=""362"" height=""203",https://guide.michelin.com//en/nuevo-leon/san-pedro-garza-garcia_2042888/restaurant/pangea,25.649604,-100.356364
124,Le Chique,Puerto Morelos,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/81dc350afad740779b9db2c976885f3f"" width=""362"" height=""203",https://guide.michelin.com//en/quintana-roo/puerto-morelos_2068420/restaurant/le-chique,20.895865,-86.857229
125,KOLI Cocina de Origen,Monterrey,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cf32e6eba1ba41cbb9c857e37b84d1f2"" width=""362"" height=""203",https://guide.michelin.com//en/nuevo-leon/monterrey_2041973/restaurant/koli-cocina-de-origen,25.659967,-100.363025
126,Cocina de Autor Los Cabos,Cabo San Lucas,Mexican,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/480d7705cd0a4703859a5f0b62a06c5a"" width=""362"" height=""203",https://guide.michelin.com//en/baja-california-sur/cabo-san-lucas_2059129/restaurant/cocina-de-autor-los-cabos,22.968313,-109.791799
127,La Terrasse irisée,Nara,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fdaa5f8ff05c47ff8ab18427f2b28914"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/la-terrasse-irisee,34.698843,135.760581
128,Oryori Hirooka,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/65bad1786dd8414c89d2d71ea6b3a98f"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/oryori-hirooka,34.351673,135.693949
129,Koikiryori Aji Manso,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/427df127dbd84538b469d20b4234bc25"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/koikiryori-aji-manso,34.708834,135.752588
130,Sushi Kawashima,Nara,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/35232bf5e08c4d32926cd656e2a30eef"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/sushi-kawashima,34.483144,135.798021
131,GOKAN UOGIN,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/042e7d34b12a4a82972eed13348f7940"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/gokan-uogin,34.684906,135.807029
132,Inada,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c23ba2c0db0a4b12bd95e9fcaa5c9f25"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/inada,34.74072,135.714823
133,L'AUBERGE DE PLAISANCE SAKURAI,Nara,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/16bc1da279fa4a9dac8f16c95e62ee49"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/l-auberge-de-plaisance-sakurai,34.489565,135.839542
134,Musoan,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b56e224f9ab43599cf26b3601d9a0cf"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/musoan,34.68574,135.835217
135,Ajinokaze Nishimura,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/414b7c8622984169a46ce053e95588e8"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/ajinokaze-nishimura,34.518038,135.844418
136,Chugokusai Naramachi Kuko,Nara,Chinese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ba41ac5a5f394fba903f5cbb34edea9c"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/chugokusai-naramachi-kuko,34.674532,135.834592
137,LA TRACE,Nara,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2d566aa1e57543228adaa1b98a2667c5"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/la-trace,34.68209,135.817159
138,Da terra,Nara,Italian,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b59e66ff4c024da8b491d4bcad159f38"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/da-terra-1197086,34.472669,135.816499
139,Lega',Nara,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/83dff7b7182f4597a1867425aea27e30"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/lega,34.508241,135.717264
140,Oryori Hanagaki,Nara,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6d82ffc52ddc4a898012f1933185f31b"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/oryori-hanagaki,34.692643,135.753435
141,Okada,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7d6a7aac8894460c9b884c5fbce195c5"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/okada,34.680423,135.830455
142,Tsukumo,Nara,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/91632b160faf428eac9c347207e03568"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/tsukumo,34.675974,135.834095
143,NARA NIKON,Nara,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1f16974ac03c40238b6afb207a8401e1"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/nara-nikon,34.686899,135.829383
144,Matsuki,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/326973801ac24459a33718b8f37f99b4"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/matsuki,34.678633,135.827548
145,akordu,Nara,Innovative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/568935d738764a72a72dc96981d71e9a"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/akordu,34.68575,135.835467
146,Wa Yamamura,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d5217aa4061646aa901839a632f829b0"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/wa-yamamura,34.685875,135.812879
147,Kaiseki Morimoto,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1d7e2a68ba544f119ebbdc80699a9ae0"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/kaiseki-morimoto,34.509299,135.793285
148,Ajinotabibito Roman,Nara,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b3a025f19b87480cbeff065d3ce7685a"" width=""362"" height=""203",https://guide.michelin.com//en/nara-region/nara/restaurant/ajinotabibito-roman,34.708276,135.750369
149,Jie Xiang Lou,Hangzhou,Zhejiang,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/45fe55f5521341069dae04aea122bfcf"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/jie-xiang-lou,30.22914,120.13323
150,Guiyu (Xihu),Hangzhou,Zhejiang,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b754676bd17f488d99f42f595ca88471"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/guiyu,30.21818,120.12294
151,Jin Sha,Hangzhou,Zhejiang,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6ed3e7d0830140a8871078efb0bc33a7"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/jin-sha,30.25418,120.124886
152,Longjing Manor,Hangzhou,Zhejiang,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/003675b9065e426da318ecc410cb0765"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/longjing-manor,30.227235,120.111247
153,Ambré Ciel,Hangzhou,Innovative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6e74fec773564e3ca45c3d3c711c24a0"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/ambre-ciel,30.265356,120.098567
154,Xin Rong Ji,Hangzhou,Taizhou,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/426b4ab794204db2a0b96f32cb0292e1"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/xin-rong-ji-1199323,30.263613,120.097169
155,Ru Yuan,Hangzhou,Zhejiang,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/094db5463ca9489bb97180bfc1fedb89"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/ru-yuan,30.255655,120.117436
156,Wild Yeast,Hangzhou,Chinese Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4bd7171067c8414a94c8a4864a835bac"" width=""362"" height=""203",https://guide.michelin.com//en/zhe-jiang/hangzhou_1027184/restaurant/wild-yeast,30.206402,120.193235
157,Hiden,Miami,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7a691fca36b549429e3a75a215afb451"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/hiden,25.800824,-80.201283
158,Ebbe,Tampa,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7c5ed41ea65c44e595397d45eb534f5c"" width=""362"" height=""203",https://guide.michelin.com//en/florida/tampa/restaurant/ebbe,27.953614,-82.460292
159,Ogawa,Miami,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/146430a3036e45258fc6f2a8f3c47deb"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/ogawa-1204468,25.841443,-80.20065
160,Papa Llama,Orlando,Peruvian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2caf0c308e9b4f078c0b468afa9d4d66"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/papa-llama,28.523963,-81.346471
161,Camille,Orlando,Vietnamese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/267b053fc1674d26bb3dd5cde41e3a1c"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/camille,28.568355,-81.325989
162,Rocca,Tampa,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6db6212a62ef4d1fa83d5a46e0dde6a3"" width=""362"" height=""203",https://guide.michelin.com//en/florida/tampa/restaurant/rocca,27.96251,-82.4646
163,Boia De,Miami,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4b27f95c4a1f4f99b31eab982a7fa4b2"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/boia-de,25.823945,-80.191452
164,Koya,Tampa,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ba314b7a80b242eab4dd418a72520758"" width=""362"" height=""203",https://guide.michelin.com//en/florida/tampa/restaurant/koya,27.94191,-82.46831
165,Tambourine Room by Tristan Brandt,Miami Beach,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7bd7eed94b484b44acaa260a4ce46e74"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami-beach/restaurant/tambourine-room-by-tristan-brandt,25.852503,-80.120082
166,Elcielo Miami,Miami,Colombian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/55fede6709e04d07a9e5313972df7e94"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/elcielo-miami,25.769521,-80.191524
167,Lilac,Tampa,Mediterranean Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7fecd7e6db464ac1a659a7299a13278d"" width=""362"" height=""203",https://guide.michelin.com//en/florida/tampa/restaurant/lilac-1205642,27.94373,-82.45109
168,Kadence,Orlando,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3848ca39777a4e42a7fa9d06df2a7a3f"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/kadence,28.568726,-81.34587
169,L'Atelier de Joël Robuchon Miami,Miami,French,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/40c48d14d3924067931e0ea961fbc464"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/l-atelier-de-joel-robuchon-miami,25.814444,-80.192144
170,Shingo,Miami,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6e4b4b6c4e78406d9e20542efa9592a8"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/shingo,25.752999,-80.2568
171,Capa,Orlando,Steakhouse,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2991cdd9eeba47db89ab2a0a529d8c78"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/capa,28.403015,-81.543806
172,Cote Miami,Miami,Korean,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2c0925f0cbd04754aba3f891e06fbb98"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/cote-miami,25.812906,-80.191452
173,Ariete,Miami,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7ad0dea3a059438faf855d6b01d82ada"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/ariete,25.725091,-80.245256
174,Soseki,Winter Park,Fusion,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c3e81958f40b4b50bb055d67cabeedd5"" width=""362"" height=""203",https://guide.michelin.com//en/florida/winter-park/restaurant/soseki,28.59318,-81.361526
175,Kōsen,Tampa,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a29b2df616224907ab317612f16afd43"" width=""362"" height=""203",https://guide.michelin.com//en/florida/tampa/restaurant/kosen,27.962338,-82.463879
176,Le Jardinier Miami,Miami,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/60a36b861fd74095aed63ce601fa9d2b"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/le-jardinier-miami,25.814538,-80.192481
177,Stubborn Seed,Miami Beach,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/79a7cd7dcb494cf48f4d93bfc2786124"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami-beach/restaurant/stubborn-seed,25.770023,-80.135047
178,The Surf Club Restaurant,Surfside,American,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/42e736ff2a884fd29d63a8534a1be82f"" width=""362"" height=""203",https://guide.michelin.com//en/florida/surfside/restaurant/the-surf-club-restaurant,25.878331,-80.121627
179,Victoria & Albert's,Orlando,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/465a131f31114a0fb5926dbb36316b57"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/victoria-albert-s,28.411352,-81.587294
180,EntreNos,Miami,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b7f3ab98002f4266ba699461c16291b4"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/entrenos,25.865688,-80.193594
181,Natsu,Orlando,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/930601fd32c04c8cbc7a4876576ee082"" width=""362"" height=""203",https://guide.michelin.com//en/florida/orlando/restaurant/natsu,28.554563,-81.379049
182,Los Félix,Miami,Mexican,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dc406a4b2743488ebbcd0e98707ac2a0"" width=""362"" height=""203",https://guide.michelin.com//en/florida/miami/restaurant/los-felix,25.727677,-80.242818
183,Koryu,Osaka,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e21bcba781d34282a0b701abab1b3449"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/koryu,34.686929,135.510132
184,Taian,Osaka,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4cb507803d904251a6abaf01ac700c25"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/taian,34.673353,135.507205
185,LURRA˚,Kyoto,Innovative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/77a9e60f3c29472bb6410ad88b846168"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/lurra%C2%B0,35.010044,135.780637
