id,name,location,type,rating,year,img,link,lat,lng
265,capi,Osaka,Innovative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cc1b9cbcb19a46bd9d81a710a7e4a239"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/capi,34.697954,135.497901
266,Oryori Horikawa,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5f10417272064430a298bc49b651b4c8"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/oryori-horikawa,34.693707,135.514269
267,Yusokuryori Mankamero,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/463a8f400bed456e91b27f4cd7bbfe00"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/yusokuryori-mankamero,35.022114,135.750507
268,agnel d'or,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/87015fdf2f87424d8085e088f34e6726"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/agnel-d-or,34.682548,135.490981
269,Yonemasu,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d48ad40227d3458d82c72398c72ebcff"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yonemasu,34.703019,135.487567
270,Kaishoku Shimizu,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d66b7b48d9cc4234b1d91c8741684f03"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/kaishoku-shimizu,34.695621,135.499246
271,PRESQU'ÎLE,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ed34ee5ceea34cfb9e161b62bfd920bc"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/presqu%E2%80%99ile,34.690995,135.500142
272,Droit,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b1b9b107123846c7a18ae01d96060ac6"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/droit,35.022379,135.767564
273,Sushi Kappo Nakaichi,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ffbb860c9f5b4e53a02ba04908b7da26"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/sushi-kappo-nakaichi,35.002323,135.776468
274,VELROSIER,Kyoto,Chinese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d94008f4befa4322a78bc1a8e8b3612c"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/velrosier,35.002538,135.769152
275,a canto,Osaka,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8f7074ea614c4d5cab0f706c10af868f"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/a-canto,34.678984,135.515695
276,Konoha,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5384787cf65740df9a96480d5b886913"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/konoha,34.682634,135.504198
277,cenci,Kyoto,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/76699391bd3e450d9707c2c2a5589065"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/cenci,35.017056,135.78024
278,ad hoc,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/30e427264bf74fb1b2b777f6a5dc7d99"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/ad-hoc-1193091,34.694143,135.489021
279,Sanso Kyoyamato,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/687456903f544caeb4675b27a1ef468e"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/sanso-kyoyamato,34.999252,135.78139
280,Ogata,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/721562cb033844198e8370bef8f486ae"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/ogata,35.003191,135.755967
281,ORIGIN,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8225e4c225844a55a1322ce67323a7b1"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/origin,34.688057,135.515598
282,YUNiCO,Osaka,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9d76a6368aa548ea9e14c6c4209deb1a"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yunico-1194638,34.69807,135.496874
283,Muromachi Yui,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1934c36e1e534bfb94c7017eebb93b62"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/muromachi-yui,35.012233,135.758455
284,Jiki Miyazawa,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6ff5439bacbd4235b8bee1c91a684f08"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/jiki-miyazawa,35.004325,135.763393
285,Isshisoden Nakamura,Kyoto,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e097ba35876a4d938784950855d88339"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/isshisoden-nakamura,35.010397,135.765083
286,Mirei,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/15c4ab79742b4fd484675241a1b7dde4"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/mirei-1193056,35.016197,135.75848
287,Iwaki,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b602afaa825047aba7c3d1e8236eea95"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/iwaki,34.697482,135.499446
288,Sushi Harasho,Osaka,Sushi,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cbf70827f9be4d93ad7556bda33c68be"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sushi-harasho,34.662195,135.51986
289,Mizai,Kyoto,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b90865e72b474fb7a3f854a79b226f50"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/mizai,35.002993,135.782364
290,Gion Nishikawa,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/909d2063b477461aa142f58713405596"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/gion-nishikawa,34.999797,135.778857
291,Vena,Kyoto,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8c7f7a8a2e8d4c8e9140701c544fe803"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/vena,35.015154,135.758097
292,Kyoboshi,Kyoto,Tempura,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/92af6e0681784803afb3e8af2747815d"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kyoboshi,35.005139,135.775649
293,Gion Sasaki,Kyoto,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b9deb657aed4106b898a8b6e2712901"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/gion-sasaki,34.998881,135.775049
294,Shimmonzen Yonemura,Kyoto,Innovative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/822ec113d3c34e1297e5528780d4d19b"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/shimmonzen-yonemura,35.006215,135.776646
295,Kyokaiseki Kichisen,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2c39ac1816c44252bfc576d69ad553c8"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kyokaiseki-kichisen,35.035717,135.771236
296,Ryoriya Maekawa,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/45e5ee2ec6f5451082387360af38a711"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/ryoriya-maekawa,34.998689,135.767871
297,Masuda,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4e9a4cf643514199a9c2901597e6812d"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/masuda,34.673799,135.501957
298,MUNI ALAIN DUCASSE,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/54705004d99d498a9c15cff56fa0c62c"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/muni-alain-ducasse,35.013637,135.676621
299,Yugen,Osaka,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b11dd94ffac64f9cba6039723fddb2b7"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yugen-1193266,34.664773,135.521663
300,Kyoryori Fujimoto,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c0d4cfc28e7e4fb0b4e0f658266e80fa"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kyoryori-fujimoto,35.010396,135.756636
301,Otagi,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/09e30aa9d7ca40408e3fb6d774d90aa3"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/otagi,35.050744,135.73416
302,Zeshin,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e055e5186135466698ee3ba5232f32b7"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/zeshin,34.696365,135.502426
303,Shunsaiten Tsuchiya,Osaka,Tempura,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/33d04d6beeb64737a2e8f78081c2f05a"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/shunsaiten-tsuchiya,34.760534,135.490966
304,Sushi Hoshiyama,Osaka,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e8cdc8ba79b2459892c5076c375b73c7"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sushi-hoshiyama,34.692732,135.510694
305,la bûche,Kyoto,French,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d9fe046cbf084ee08ad84e28b3fd2ed2"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/la-buche,35.120006,135.829962
306,MOKO,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/49a71e23f6e044469d53df26de830f07"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/moko,35.016851,135.757149
307,Nijo Minami,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/bbd31b57ce63471c9621f94a6d873d13"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/nijo-minami,35.013142,135.768119
308,Gion Okada,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5f4cc63e36aa462a8dd41d8c9077e508"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/gion-okada,35.002419,135.77544
309,Nishishinsaibashi Yuno,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/18f41bff6dad48ab9670a2b7f4a3006e"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/nishishinsaibashi-yuno,34.674225,135.498633
310,Kashiwaya Osaka Senriyama,Osaka,Japanese,4,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2472da2526e742d7b557ac04f1d1711b"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/kashiwaya-osaka-senriyama,34.770287,135.501289
311,anpeiji,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d00128cbd9624ceea780c5bbe186b3a5"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/anpeiji,34.944128,135.74508
312,P greco,Osaka,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2d39e0385faa47d6986bef05c509f5ec"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/p-greco,34.696173,135.505946
313,Oryori Yamada,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/129a027ba1e14711a93c332b7cb39cb2"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/oryori-yamada,34.696722,135.503816
314,Ryoriya Inaya,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/700257a49c57479e8d2888b137f01e23"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/ryoriya-inaya,34.697954,135.497901
315,Reine des prés,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/620b44f0e5fb473281f8b94097dcdc69"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/reine-des-pres,35.017249,135.769857
316,Miyamaso,Kyoto,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a53e7287259849fa9adcffbc1e3294c7"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/miyamaso,35.233154,135.793011
317,Ñ,Osaka,Spanish,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7b03c34e3cba4426961e8e463f45a203"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/n,34.684008,135.508376
318,Point,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/64d8b5f0f2764a66a333f3027ec7111b"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/point,34.793027,135.476328
319,Ono,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/700a0bbd7d8e44f884d110e02d9a8b5c"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/ono,34.69739,135.497797
320,Fushimimachi Kakoiyama,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/67a507d7652b45eaaa91984ae04137ac"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/fushimimachi-kakoiyama,34.689294,135.504693
321,Yuyu,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/77382d3f1b014c649f3d205eb470c7ba"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/yuyu,35.044835,135.759172
322,Nijojo Furuta,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8aed76462bcb47f18517b7453d10c832"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/nijojo-furuta,35.012209,135.753872
323,Ajikitcho Horieten,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7995c05e01454932a77306761c966181"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/ajikitcho-horieten,34.673655,135.494016
324,Sushi Matsumoto,Kyoto,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e01ce0f6df5e415f89cc8eb97b4746b0"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/sushi-matsumoto,35.003377,135.774437
325,Tenjaku,Kyoto,Tempura,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/df2e437cf2a04570b72f43a7df4bfce6"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/tenjaku,35.031403,135.741907
326,Tozentei,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/44ddc3a3b4ba4c88931bea3f0e5ec67b"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/tozentei,35.029301,135.729573
327,Oryori Mashita,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8758cce0561840b1bdd282841561dc6f"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/oryori-mashita,35.003944,135.773737
328,Nishitemma Nakamura,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/99f3b3551fab4dcf839293266ccacbd5"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/nishitemma-nakamura,34.697033,135.505243
329,NAKATSUKA,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/02782de5716f44d8b85582e01bec9f9a"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/nakatsuka,35.009778,135.763492
330,Higashiyama Yoshihisa,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d15601635e7f4e01b3a4ee7c2608dc1f"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/higashiyama-yoshihisa,34.992065,135.773901
331,Yoshiko,Osaka,Fugu / Pufferfish,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6220cb008794474b9c39e4a07c051b05"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yoshiko,34.697385,135.500176
332,Teruya,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b1fc46878e7459f872f211ec4fec30f"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/teruya,34.66929,135.517727
333,Nishino,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fcbe7e57c61d4b8a88ec84e06a276612"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/nishino,34.687804,135.495663
334,Kikunoi Roan,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4093452e783548f78596b797e6a8b35b"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kikunoi-roan,35.003449,135.770647
335,La Lucciola,Osaka,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8e60ea370f824a2ebb6c6ffa130b8e33"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/la-lucciola,34.696578,135.488587
336,KAHALA,Osaka,Innovative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ae188acb5a624d0f9e5ddc3d920aa183"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/kahala,34.697522,135.499685
337,LIAISON,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f856e9275a37487a8d5f4f480c86ce08"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/liaison,34.694117,135.48563
338,Kenninji Gion Maruyama,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/802af94781d3467fabc29fcb2f5aca94"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kenninji-gion-maruyama,34.998809,135.774574
339,Noguchi Tsunagu,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1d89532080f242caa154624bd60e8305"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/noguchi-tsunagu,35.005349,135.77446
340,IDÉAL bistro,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3fdbb7daf19f4d26886999b043fb48b4"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/ideal-bistro,34.688864,135.517088
341,Sumibi Kappo Ishii,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/51f7b75dc3d340df8f35fe18c23aca24"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sumibi-kappo-ishii,34.699749,135.484848
342,La Baie,Osaka,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f38d129b8106423c90626f994033f515"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/la-baie,34.698462,135.492663
343,Gion Nishimura,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/26c7732304fa4a7889cb210f4a0ab454"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/gion-nishimura,35.00274,135.775807
344,Godan Miyazawa,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f9039cfdfe904b49814ff880e2aad904"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/godan-miyazawa,34.997973,135.760946
345,Nakazen,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/29af0144f0124235b56bec92fd36fcd0"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/nakazen,35.02874,135.79052
346,Kappo Hassun,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a56f154ef2624f4f916fc6fd0f94a6fc"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kappo-hassun,35.004865,135.773774
347,Sushi Sanshin,Osaka,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4c31c144d6284231ac08cded37104e09"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sushi-sanshin,34.678144,135.518281
348,Kokyu,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/183be645c6e94a9aada11a0554d05807"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kokyu,35.031138,135.769534
349,Sushi Yuden,Osaka,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/83ad58e06d8845ea96c6c8843219d9f8"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sushi-yuden,34.666267,135.516768
350,Numata,Osaka,Tempura,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e4f95c29c3674bd9b5658af4170d0790"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/numata,34.697954,135.497901
351,Sushi Murakami Jiro,Osaka,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4931a32619d940e6aef91568755ce112"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/sushi-murakami-jiro,34.697803,135.497285
352,Oimatsu Kitagawa,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6bf20e9a3a79422d84a8f912acf4d5ce"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/oimatsu-kitagawa,34.697165,135.502912
353,Yakitori Torisen,Osaka,Yakitori,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8ba7a4daf00c4654aff5769dffacf02d"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yakitori-torisen,34.696189,135.498063
354,DODICI,Kyoto,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a4b5d293d048431ba81e5f2c9cef28d9"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/dodici,35.011866,135.765726
355,La Biographie···,Kyoto,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e86a584d351d47608605d0de1514e05f"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/la-biographie,35.020156,135.742944
356,Yakitori Ichimatsu,Osaka,Yakitori,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c211b23990a7446abd6af3bd629a5d41"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/yakitori-ichimatsu,34.695938,135.49702
357,Sumibi Kappo Ifuki,Kyoto,Japanese,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5edfe6eee98f4b13a2459012525cc66a"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/sumibi-kappo-ifuki,35.002345,135.775255
358,Kodaiji Wakuden,Kyoto,Japanese,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8ca37b18ea4f41a49a3bd8ac56b20e7f"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kodaiji-wakuden,35.001635,135.779734
359,Ayanokoji Karatsu,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a43735a229b64c67b8e0869f683db21c"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/ayanokoji-karatsu,35.002416,135.755563
360,Doppo,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/64cf3c2aead44de7a41262e0e3ef3be4"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/doppo,35.042915,135.762222
361,Mizuno,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fd7a08b8cd774814ac16a9241b420775"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/mizuno,35.006275,135.775651
362,Kamigatachuka SHINTANI,Osaka,Chinese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dbc64d7ca4074d339034bef74a1aa1a7"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/kamigatachuka-shintani,34.706412,135.505988
363,Nishijin Fujiyoshi,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fd12649076474cbf9b901f0cceaed5fe"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/nishijin-fujiyoshi,35.036441,135.751001
364,Kyo Seika,Kyoto,Chinese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e1e212d85b654884acc50025b351016c"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/kyo-seika,35.011709,135.780681
365,Gion Kajisho,Kyoto,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cc3bec4a4f324840b7128c7970ff13a3"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/gion-kajisho,35.002705,135.775145
366,Oimatsu Hisano,Osaka,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c4b035cea61241f8971f426ece9cc5ca"" width=""362"" height=""203",https://guide.michelin.com//en/osaka-region/osaka/restaurant/oimatsu-hisano,34.697005,135.504137
367,Sushi Hayashi,Kyoto,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d3124b13b68e43faac852060e9794d38"" width=""362"" height=""203",https://guide.michelin.com//en/kyoto-region/kyoto/restaurant/sushi-hayashi,35.029804,135.767968
